16.490000,30.058119
21.290000,30.215090
18.770000,28.671127
17.060000,20.122775
14.690000,18.518315
13.330000,18.874199
12.120000,18.090094
12.060000,23.770823
14.730000,22.990709
13.590000,17.848761
12.160000,18.230955
11.540000,18.099826
10.680000,16.396600
10.160000,15.974553
10.480000,16.069800
10.310000,16.733689
10.090000,16.707446
9.709000,15.860393
9.328000,15.654401
8.953000,15.470357
9.006000,17.374663
8.962000,19.148833
8.938000,15.439196
8.594000,20.191927
12.800000,17.154211
11.430000,16.960924
9.522000,16.167329
8.454000,15.498336
8.221000,15.170482
8.236000,15.109666
7.895000,15.103194
7.297000,14.955173
6.596000,14.790131
6.590000,14.610731
6.517000,14.532340
6.622000,14.446142
6.516000,14.478176
6.486000,14.659391
6.481000,14.693501
6.434000,14.553003
6.253000,15.214736
6.155000,16.879526
8.088000,14.521528
7.286000,15.016322
6.438000,14.695902
6.496000,16.638597
6.782000,14.562256
8.683000,16.418338
8.091000,16.792113
7.021000,15.560952
6.687000,14.757482
7.742000,18.818647
9.991000,19.238244
9.033000,16.306825
7.940000,15.647980
7.088000,17.242746
6.707000,14.664436
6.377000,15.497848
5.951000,14.604934
5.619000,14.318978
5.541000,14.466742
5.406000,14.195506
5.287000,14.133654
5.201000,14.054621
5.046000,15.613479
5.491000,14.123458
5.234000,14.105338
4.814000,14.023317
4.433000,14.029849
4.578000,13.792150
4.605000,13.814639
4.596000,13.825258
4.696000,13.816176
4.581000,13.819931
4.259000,13.795509
4.145000,13.735777
4.151000,13.709651
4.447000,17.887232
4.381000,13.843980
4.202000,13.766950
4.075000,13.714426
3.858000,13.710758
4.121000,13.637718
4.175000,13.670265
4.011000,13.685992
3.965000,13.663221
4.138000,13.630763
3.694000,13.633022
3.757000,14.084475
3.748000,15.716077
4.245000,13.810769
4.550000,14.696693
4.548000,14.794735
4.429000,13.756225
4.621000,14.447851
4.633000,13.777199
4.687000,13.799987
4.772000,13.893711
4.936000,16.465978
5.218000,20.642045
5.341000,14.235035
5.253000,14.364455
8.918000,14.886359
22.790000,47.209834
20.010000,31.334395
11.310000,30.616958
15.120000,29.416855
18.720000,42.350397
14.160000,19.905808
10.980000,17.355812
9.331000,15.872050
8.330000,15.296887
7.606000,14.937642
7.519000,16.622786
7.272000,15.267985
6.839000,14.674577
6.588000,14.487057
6.280000,14.396571
6.040000,14.730379
6.284000,16.754972
13.200000,32.339326
18.670000,22.872769
17.880000,22.200403
12.140000,24.637426
10.730000,17.742019
9.433000,15.926892
8.584000,17.527178
9.635000,19.081811
11.200000,18.000412
24.470000,27.767747
31.620000,33.099714
32.100000,30.097535
56.630000,62.680579
28.700000,48.033889
20.150000,24.589378
12.820000,20.343598
11.690000,17.079781
9.747000,16.311255
9.052000,15.944780
8.775000,15.352247
8.092000,15.189758
8.045000,16.508329
8.661000,15.068680
17.190000,28.373268
14.480000,19.212078
11.440000,18.802403
12.020000,17.181679
10.470000,16.426054
9.249000,17.206743
9.187000,15.472419
13.350000,20.213607
22.870000,18.792281
15.780000,22.217236
13.410000,19.163105
11.750000,17.022409
10.260000,16.281095
9.343000,15.743688
8.601000,17.935112
8.094000,15.156741
7.742000,14.983714
7.140000,14.859143
6.907000,14.696298
6.761000,14.604498
6.478000,14.735386
6.395000,15.981406
6.783000,17.475708
7.230000,15.872622
10.640000,21.198897
59.550000,49.116664
35.390000,50.054895
20.000000,26.948329
17.300000,20.642553
76.990000,56.938355
66.660000,106.712918
31.580000,51.425098
21.680000,25.435781
18.170000,20.431489
16.770000,18.992623
20.670000,25.894487
22.520000,22.314302
37.030000,24.571836
88.540000,74.565076
45.180000,63.318608
33.220000,37.523229
25.970000,29.063149
22.970000,24.212511
21.250000,21.776002
18.870000,20.421855
16.800000,19.388248
19.350000,19.382878
38.070000,40.177037
36.070000,42.390137
27.620000,29.586482
29.030000,32.822153
26.620000,26.200419
22.380000,24.927012
25.320000,23.957704
36.190000,24.690732
25.580000,28.612728
21.410000,22.755281
20.000000,22.766876
19.400000,23.086163
19.100000,20.299424
18.540000,19.721884
17.290000,19.209903
15.990000,18.717841
15.330000,19.075751
14.810000,17.890563
35.640000,18.104814
99.210000,111.064276
63.440000,90.604283
38.360000,49.026992
25.950000,30.196202
19.980000,22.864225
16.570000,20.570869
16.630000,19.085861
15.820000,19.158090
17.900000,18.667256
18.880000,20.625440
21.180000,25.875995
22.950000,22.098810
30.860000,22.094884
48.280000,34.437113
69.820000,54.759273
87.500000,64.775616
111.700000,106.124076
128.900000,129.565619
84.330000,104.768087
58.660000,68.299037
66.550000,62.722107
101.400000,68.075366
100.900000,129.083355
61.250000,79.906823
46.700000,50.098588
39.460000,39.018251
32.780000,33.089421
29.130000,27.298566
27.660000,25.217237
27.160000,25.929822
25.620000,24.176336
23.950000,23.781780
